;Age;Attrition;BusinessTravel;Department;DistanceFromHome;Education;EducationField;EnvironmentSatisfaction;Gender;JobInvolvement;JobRole;JobSatisfaction;MaritalStatus;MonthlyIncome;NumCompaniesWorked;OverTime;PerformanceRating;RelationshipSatisfaction;TotalWorkingYears;TrainingTimesLastYear;YearsAtCompany;YearsInCurrentRole;YearsSinceLastPromotion;YearsWithCurrManager
1105;33;No;Travel_Rarely;Sales;8;4;Life Sciences;1;Male;3;Sales Executive;1;Married;6392;2;No;3;4;8;6;2;2;2;2
1106;30;Yes;Travel_Rarely;Sales;1;3;Life Sciences;2;Male;2;Sales Executive;1;Married;9714;1;No;3;4;10;4;10;8;6;7
1107;38;No;Travel_Frequently;Human Resources;10;4;Human Resources;3;Male;3;Human Resources;3;Married;6077;3;No;3;3;10;2;6;3;1;2
1108;35;No;Travel_Rarely;Research & Development;1;3;Medical;4;Male;2;Laboratory Technician;1;Single;2450;1;No;3;2;3;3;3;0;1;2
1109;30;No;Travel_Rarely;Sales;29;4;Technical Degree;3;Male;3;Sales Executive;2;Married;9250;3;No;3;2;9;3;4;2;1;3
1110;35;Yes;Travel_Rarely;Research & Development;2;3;Life Sciences;1;Female;3;Laboratory Technician;1;Divorced;2074;1;Yes;3;4;1;2;1;0;0;0
1111;53;Yes;Travel_Rarely;Research & Development;2;5;Technical Degree;3;Female;2;Manufacturing Director;4;Married;10169;0;No;3;2;34;4;33;7;1;9
1112;38;Yes;Travel_Rarely;Research & Development;2;3;Medical;3;Male;3;Manufacturing Director;2;Married;4855;4;No;3;1;7;2;5;2;1;4
1113;32;No;Non-Travel;Research & Development;1;4;Technical Degree;4;Male;3;Research Scientist;1;Married;4087;4;No;3;2;9;3;6;5;1;2
1114;48;No;Travel_Rarely;Research & Development;15;4;Other;3;Female;3;Research Scientist;1;Married;2367;8;No;3;4;10;3;8;2;7;6
1115;34;No;Travel_Rarely;Research & Development;7;4;Medical;1;Male;3;Research Scientist;4;Single;2972;1;No;3;3;1;4;1;0;0;0
1116;55;No;Travel_Rarely;Sales;26;5;Marketing;3;Male;2;Manager;4;Married;19586;1;No;4;3;36;3;36;6;2;13
1117;34;No;Travel_Rarely;Research & Development;1;4;Life Sciences;2;Male;3;Research Scientist;4;Married;5484;9;No;3;2;9;3;2;2;2;1
1118;26;No;Travel_Rarely;Research & Development;3;3;Life Sciences;1;Female;3;Research Scientist;4;Married;2061;1;No;4;1;1;5;1;0;0;0
1119;38;No;Travel_Rarely;Sales;14;3;Life Sciences;3;Male;3;Sales Executive;2;Married;9924;0;No;3;4;10;3;9;8;7;7
1120;38;No;Travel_Rarely;Sales;16;3;Life Sciences;2;Female;3;Sales Executive;2;Single;4198;2;No;3;2;8;5;3;2;1;2
1121;36;No;Travel_Rarely;Sales;1;4;Life Sciences;2;Female;3;Sales Executive;3;Single;6815;6;No;3;1;15;5;1;0;0;0
1122;29;No;Travel_Rarely;Research & Development;3;1;Medical;2;Male;3;Laboratory Technician;1;Single;4723;1;Yes;3;4;10;3;10;9;1;5
1123;35;No;Travel_Rarely;Research & Development;10;4;Medical;1;Female;3;Healthcare Representative;3;Single;6142;3;Yes;3;3;10;4;5;2;0;4
1124;39;No;Travel_Rarely;Sales;6;3;Medical;4;Male;4;Sales Executive;3;Married;8237;2;No;3;1;11;3;7;6;7;6
1125;29;No;Travel_Frequently;Research & Development;2;1;Life Sciences;1;Male;3;Healthcare Representative;4;Divorced;8853;1;No;3;4;6;0;6;4;1;3
1126;50;No;Travel_Rarely;Sales;9;3;Marketing;3;Male;3;Manager;3;Married;19331;4;Yes;3;3;27;2;1;0;0;0
1127;23;No;Travel_Rarely;Research & Development;10;3;Technical Degree;4;Male;4;Research Scientist;3;Married;2073;2;No;3;4;4;2;2;2;2;2
1128;36;No;Travel_Frequently;Research & Development;6;4;Life Sciences;1;Male;4;Laboratory Technician;1;Married;5562;3;Yes;3;4;9;3;3;2;0;2
1129;42;No;Travel_Rarely;Research & Development;9;2;Other;4;Male;2;Manager;4;Single;19613;8;No;4;4;24;2;1;0;0;1
1130;35;No;Travel_Rarely;Research & Development;28;3;Life Sciences;2;Male;4;Laboratory Technician;3;Married;3407;1;No;3;4;10;3;10;9;6;8
1131;34;No;Travel_Frequently;Research & Development;10;4;Technical Degree;4;Male;2;Healthcare Representative;3;Married;5063;1;No;3;2;8;3;8;2;7;7
1132;40;No;Travel_Rarely;Sales;14;2;Life Sciences;4;Female;3;Sales Executive;1;Married;4639;1;No;3;3;5;2;5;4;1;2
1133;43;No;Travel_Rarely;Research & Development;27;3;Technical Degree;4;Male;4;Laboratory Technician;2;Divorced;4876;5;No;3;3;8;0;6;4;0;2
1134;35;No;Travel_Rarely;Research & Development;7;2;Life Sciences;3;Male;2;Laboratory Technician;4;Married;2690;1;No;3;4;1;5;1;0;0;1
1135;46;No;Travel_Rarely;Sales;1;4;Life Sciences;4;Male;4;Manager;1;Single;17567;1;No;3;2;27;5;26;0;0;12
1136;28;Yes;Travel_Rarely;Research & Development;24;3;Medical;3;Male;3;Laboratory Technician;2;Married;2408;1;Yes;3;3;1;3;1;1;0;0
1137;22;No;Non-Travel;Research & Development;26;2;Other;2;Female;2;Research Scientist;3;Married;2814;1;Yes;3;2;4;2;4;2;1;3
1138;50;No;Travel_Frequently;Research & Development;20;5;Medical;2;Male;3;Healthcare Representative;3;Married;11245;2;Yes;3;3;32;3;30;8;12;13
1139;32;No;Travel_Rarely;Research & Development;5;4;Other;2;Female;4;Research Scientist;4;Married;3312;3;No;3;4;6;3;3;2;0;2
1140;44;No;Travel_Rarely;Research & Development;7;3;Medical;2;Female;3;Research Director;4;Divorced;19049;0;Yes;3;4;23;4;22;7;1;10
1141;30;No;Travel_Rarely;Research & Development;7;3;Medical;2;Male;2;Research Scientist;2;Married;2141;1;No;3;2;6;3;6;4;1;1
1142;45;No;Travel_Rarely;Research & Development;5;5;Medical;3;Female;1;Laboratory Technician;1;Single;5769;1;Yes;3;1;10;3;10;7;1;4
1143;45;No;Non-Travel;Sales;26;3;Marketing;1;Male;2;Sales Executive;1;Married;4385;1;No;3;1;10;2;10;7;4;5
1144;31;No;Travel_Frequently;Sales;2;4;Other;4;Male;3;Sales Executive;1;Single;5332;7;No;3;4;10;3;5;2;0;3
1145;36;No;Travel_Rarely;Research & Development;12;4;Life Sciences;3;Female;3;Manufacturing Director;3;Married;4663;9;Yes;3;2;7;2;3;2;1;1
1146;34;No;Travel_Frequently;Research & Development;10;4;Life Sciences;3;Male;4;Manufacturing Director;4;Divorced;4724;1;No;3;1;9;3;9;7;7;2
1147;49;No;Travel_Rarely;Research & Development;25;4;Life Sciences;3;Female;3;Laboratory Technician;1;Married;3211;1;No;3;4;10;3;9;6;1;4
1148;39;No;Travel_Rarely;Research & Development;10;5;Medical;2;Male;3;Manufacturing Director;1;Married;5377;2;No;3;4;10;3;7;7;7;7
1149;27;No;Travel_Rarely;Research & Development;19;3;Other;4;Male;2;Laboratory Technician;1;Divorced;4066;1;No;3;1;7;3;7;7;0;7
1150;35;No;Travel_Rarely;Research & Development;18;5;Life Sciences;2;Male;4;Research Scientist;1;Married;5208;1;No;3;4;16;2;16;15;1;10
1151;28;No;Travel_Rarely;Research & Development;27;3;Medical;2;Female;1;Manufacturing Director;1;Divorced;4877;0;No;4;2;6;5;5;3;0;0
1152;21;No;Travel_Rarely;Research & Development;5;1;Medical;3;Male;3;Research Scientist;4;Single;3117;1;No;3;3;3;2;2;2;2;2
1153;18;Yes;Travel_Frequently;Sales;3;2;Medical;2;Female;3;Sales Representative;4;Single;1569;1;Yes;3;3;0;2;0;0;0;0
1154;47;No;Travel_Rarely;Human Resources;26;4;Life Sciences;4;Female;3;Manager;3;Married;19658;3;No;3;3;27;2;5;2;1;0
1155;39;No;Travel_Rarely;Research & Development;3;2;Medical;3;Male;2;Laboratory Technician;3;Divorced;3069;0;No;3;4;11;3;10;8;0;7
1156;40;No;Travel_Rarely;Research & Development;15;3;Life Sciences;1;Female;2;Manufacturing Director;3;Married;10435;1;No;3;4;18;2;18;15;14;12
1157;35;No;Non-Travel;Research & Development;8;4;Life Sciences;3;Female;3;Healthcare Representative;3;Married;4148;1;No;3;4;15;5;14;11;2;9
1158;37;No;Travel_Rarely;Research & Development;19;3;Life Sciences;3;Male;3;Manufacturing Director;3;Married;5768;3;No;3;1;9;2;4;3;0;2
1159;39;No;Travel_Frequently;Research & Development;4;3;Medical;1;Female;3;Manufacturing Director;3;Single;5042;0;No;3;4;10;2;9;2;3;8
1160;45;No;Travel_Rarely;Research & Development;2;2;Other;4;Female;2;Manufacturing Director;4;Divorced;5770;1;No;3;1;10;3;10;7;3;9
1161;38;No;Travel_Rarely;Research & Development;2;2;Medical;4;Female;2;Manufacturing Director;3;Married;7756;3;Yes;3;4;10;6;5;4;0;2
1162;35;Yes;Travel_Rarely;Sales;10;3;Medical;4;Male;2;Sales Executive;1;Married;10306;9;No;3;3;15;3;13;12;6;0
1163;37;No;Travel_Rarely;Research & Development;10;3;Medical;2;Female;3;Research Scientist;2;Married;3936;1;No;3;1;8;2;8;4;7;7
1164;40;No;Travel_Rarely;Research & Development;16;3;Life Sciences;3;Female;3;Manufacturing Director;4;Single;7945;6;Yes;3;4;18;2;4;2;3;3
1165;44;No;Travel_Frequently;Human Resources;1;5;Human Resources;1;Male;3;Human Resources;4;Married;5743;4;Yes;3;3;14;3;10;7;0;2
1166;48;No;Travel_Frequently;Research & Development;4;5;Medical;3;Male;2;Manager;4;Married;15202;2;No;4;2;23;3;2;2;2;2
1167;35;Yes;Travel_Rarely;Sales;15;2;Medical;1;Male;1;Sales Executive;4;Divorced;5440;6;Yes;3;4;7;2;2;2;2;2
1168;24;No;Travel_Frequently;Research & Development;2;1;Technical Degree;1;Female;3;Research Scientist;4;Single;3760;1;Yes;3;3;6;2;6;3;1;3
1169;27;No;Travel_Rarely;Research & Development;8;3;Medical;2;Female;4;Research Scientist;3;Married;3517;7;No;3;1;5;0;3;2;0;2
1170;27;No;Travel_Frequently;Research & Development;2;3;Medical;4;Male;3;Research Scientist;4;Single;2580;2;No;3;3;6;0;4;2;1;2
1171;40;Yes;Travel_Rarely;Research & Development;7;3;Life Sciences;1;Male;3;Laboratory Technician;1;Single;2166;3;Yes;3;2;10;3;4;2;0;3
1172;29;No;Travel_Rarely;Sales;10;3;Medical;3;Male;2;Sales Executive;3;Single;5869;9;No;3;3;8;2;5;2;1;4
1173;36;No;Travel_Rarely;Research & Development;5;4;Life Sciences;2;Female;3;Healthcare Representative;1;Married;8008;4;No;3;3;9;6;3;2;0;2
1174;25;No;Travel_Frequently;Research & Development;2;1;Life Sciences;4;Male;4;Manufacturing Director;3;Divorced;5206;1;No;3;3;7;6;7;7;0;7
1175;39;No;Travel_Rarely;Research & Development;12;3;Medical;4;Male;3;Manufacturing Director;2;Married;5295;4;No;4;3;7;3;5;4;1;0
1176;49;No;Travel_Rarely;Research & Development;22;4;Other;1;Female;3;Research Director;2;Married;16413;3;No;3;2;27;2;4;2;1;2
1177;50;No;Travel_Rarely;Research & Development;17;5;Life Sciences;4;Female;2;Research Director;1;Divorced;13269;5;No;3;3;19;3;14;11;1;11
1178;20;No;Travel_Rarely;Sales;2;3;Medical;3;Female;3;Sales Representative;3;Single;2783;1;No;3;1;2;3;2;2;2;2
1179;34;No;Travel_Rarely;Research & Development;3;3;Life Sciences;4;Female;3;Research Scientist;2;Divorced;5433;1;No;3;3;11;2;11;8;7;9
1180;36;No;Travel_Rarely;Research & Development;7;3;Life Sciences;1;Male;3;Laboratory Technician;2;Single;2013;2;No;3;3;15;4;4;3;1;3
1181;49;No;Travel_Rarely;Research & Development;6;1;Life Sciences;3;Female;2;Healthcare Representative;3;Married;13966;2;Yes;3;2;30;3;15;11;2;12
1182;36;No;Non-Travel;Research & Development;1;4;Medical;4;Female;2;Manufacturing Director;3;Married;4374;0;No;3;3;4;6;3;2;1;2
1183;36;No;Travel_Rarely;Research & Development;3;2;Life Sciences;4;Male;4;Healthcare Representative;1;Divorced;6842;6;No;4;1;13;3;5;4;0;4
1184;54;No;Travel_Rarely;Research & Development;22;5;Medical;2;Female;3;Manager;3;Married;17426;3;No;4;3;36;6;10;8;4;7
1185;43;No;Travel_Rarely;Research & Development;15;2;Life Sciences;3;Male;2;Research Director;3;Married;17603;1;No;4;1;14;3;14;10;6;11
1186;35;Yes;Travel_Frequently;Sales;12;4;Other;4;Male;3;Sales Executive;4;Single;4581;3;Yes;4;1;13;2;11;9;6;7
1187;38;No;Travel_Frequently;Research & Development;1;3;Life Sciences;4;Male;3;Research Scientist;4;Married;4735;7;No;3;4;19;4;13;11;2;9
1188;29;No;Travel_Rarely;Sales;5;3;Medical;1;Male;2;Sales Executive;2;Divorced;4187;1;Yes;3;2;10;3;10;0;0;9
1189;33;No;Travel_Rarely;Sales;2;4;Medical;4;Male;3;Sales Executive;4;Divorced;5505;1;No;3;3;6;5;6;2;0;4
1190;32;No;Travel_Rarely;Research & Development;2;3;Medical;4;Male;3;Research Scientist;2;Divorced;5470;0;No;3;3;10;4;9;5;1;6
1191;31;No;Travel_Rarely;Sales;5;4;Life Sciences;1;Female;3;Sales Executive;4;Married;5476;1;No;3;1;10;2;10;0;0;2
1192;49;No;Travel_Rarely;Research & Development;16;3;Medical;4;Female;3;Laboratory Technician;1;Divorced;2587;4;Yes;3;2;17;2;2;2;2;2
1193;38;No;Travel_Frequently;Research & Development;2;3;Medical;4;Female;2;Laboratory Technician;2;Single;2440;1;No;4;2;4;3;4;3;3;3
1194;47;No;Travel_Rarely;Sales;2;4;Life Sciences;2;Female;4;Manager;2;Divorced;15972;6;No;3;3;29;2;3;2;1;2
1195;49;No;Travel_Rarely;Research & Development;1;3;Life Sciences;3;Male;3;Manager;3;Single;15379;4;No;3;1;23;2;8;7;0;0
1196;41;No;Travel_Rarely;Sales;23;2;Life Sciences;4;Male;3;Sales Executive;3;Single;7082;3;Yes;3;4;21;2;2;0;0;2
1197;20;No;Travel_Rarely;Sales;9;1;Life Sciences;4;Male;3;Sales Representative;1;Single;2728;1;No;3;1;2;3;2;2;0;2
1198;33;No;Non-Travel;Sales;16;3;Life Sciences;3;Female;3;Sales Executive;4;Divorced;5368;1;Yes;4;3;7;2;6;5;1;2
1199;36;No;Travel_Rarely;Research & Development;26;4;Life Sciences;1;Male;3;Healthcare Representative;3;Married;5347;6;No;3;2;10;2;3;2;0;2
1200;44;No;Travel_Rarely;Human Resources;1;3;Life Sciences;3;Female;3;Human Resources;4;Divorced;3195;4;Yes;3;1;8;2;2;2;2;2
1201;23;Yes;Travel_Rarely;Research & Development;8;1;Medical;4;Male;2;Laboratory Technician;3;Single;3989;1;Yes;3;1;5;2;5;4;1;2
1202;38;No;Travel_Rarely;Research & Development;4;2;Medical;4;Female;3;Laboratory Technician;3;Married;3306;7;No;3;4;7;5;0;0;0;0
1203;53;No;Travel_Rarely;Research & Development;24;4;Medical;2;Male;4;Healthcare Representative;4;Married;7005;3;No;3;3;11;2;4;3;1;2
1204;48;Yes;Travel_Frequently;Sales;7;2;Medical;4;Female;3;Sales Representative;3;Married;2655;2;Yes;3;3;19;3;9;7;7;7
1205;32;Yes;Travel_Rarely;Research & Development;2;4;Life Sciences;4;Male;3;Laboratory Technician;2;Single;1393;1;No;3;1;1;2;1;0;0;0
1206;26;No;Non-Travel;Research & Development;7;3;Medical;4;Male;3;Laboratory Technician;4;Single;2570;1;No;4;3;7;5;7;7;5;7
1207;55;No;Travel_Rarely;Research & Development;22;3;Technical Degree;1;Male;2;Research Scientist;2;Divorced;3537;5;No;3;4;8;1;4;2;1;2
1208;34;No;Travel_Rarely;Research & Development;5;2;Medical;2;Male;2;Laboratory Technician;4;Married;3986;1;No;3;3;15;3;15;10;4;13
1209;60;No;Travel_Rarely;Research & Development;1;4;Medical;3;Male;1;Healthcare Representative;4;Divorced;10883;3;No;4;3;19;2;1;0;0;0
1210;33;No;Travel_Rarely;Research & Development;21;3;Medical;2;Male;4;Laboratory Technician;2;Married;2028;1;No;3;4;14;6;14;11;2;13
1211;37;No;Travel_Frequently;Sales;1;4;Medical;3;Male;1;Sales Executive;4;Divorced;9525;1;No;3;3;6;2;6;3;1;3
1212;34;No;Travel_Rarely;Research & Development;19;3;Life Sciences;2;Female;2;Research Scientist;4;Married;2929;1;No;3;2;10;3;10;9;8;7
1213;23;Yes;Travel_Rarely;Sales;7;3;Life Sciences;3;Male;3;Sales Representative;4;Divorced;2275;1;Yes;4;2;3;2;3;2;0;2
1214;44;No;Travel_Rarely;Research & Development;2;3;Life Sciences;3;Female;4;Healthcare Representative;4;Married;7879;1;Yes;3;2;9;2;8;7;6;7
1215;35;No;Travel_Frequently;Research & Development;2;4;Medical;1;Male;2;Research Scientist;4;Single;4930;0;Yes;3;3;6;2;5;4;1;4
1216;43;No;Travel_Rarely;Sales;2;3;Medical;4;Male;3;Sales Executive;4;Married;7847;1;Yes;3;1;10;3;10;9;8;8
1217;24;No;Travel_Rarely;Research & Development;9;3;Medical;3;Male;4;Research Scientist;3;Married;4401;1;No;3;4;5;1;5;3;0;4
1218;41;No;Travel_Rarely;Sales;6;3;Marketing;4;Male;3;Sales Executive;3;Single;9241;1;No;3;2;10;3;10;8;8;7
1219;29;No;Travel_Rarely;Research & Development;9;4;Medical;4;Female;3;Laboratory Technician;3;Married;2974;9;No;3;3;9;2;5;3;1;2
1220;36;No;Travel_Rarely;Sales;2;4;Life Sciences;3;Female;3;Sales Representative;4;Single;4502;3;No;3;3;17;2;13;7;6;7
1221;45;No;Non-Travel;Research & Development;1;1;Life Sciences;3;Male;2;Healthcare Representative;3;Married;10748;3;No;4;4;25;3;23;15;14;4
1222;24;Yes;Travel_Rarely;Human Resources;22;1;Human Resources;4;Male;1;Human Resources;3;Married;1555;1;No;3;3;1;2;1;0;0;0
1223;47;Yes;Travel_Frequently;Sales;9;3;Life Sciences;3;Male;1;Sales Executive;3;Married;12936;7;No;3;3;25;3;23;5;14;10
1224;26;No;Travel_Rarely;Research & Development;17;4;Medical;4;Male;1;Laboratory Technician;3;Married;2305;1;No;3;3;3;3;3;2;0;2
1225;45;No;Travel_Rarely;Research & Development;28;2;Technical Degree;4;Female;2;Research Director;2;Single;16704;1;No;3;3;21;2;21;6;8;6
1226;32;No;Travel_Frequently;Research & Development;10;3;Life Sciences;1;Male;3;Research Scientist;3;Married;3433;6;No;3;1;10;3;5;2;1;3
1227;31;No;Travel_Rarely;Research & Development;2;4;Life Sciences;2;Male;3;Laboratory Technician;3;Married;3477;1;No;3;4;6;2;5;2;0;3
1228;41;No;Non-Travel;Human Resources;4;3;Human Resources;3;Male;1;Human Resources;2;Married;6430;6;No;3;2;10;4;3;2;1;2
1229;40;No;Travel_Rarely;Research & Development;8;2;Life Sciences;2;Female;3;Manufacturing Director;1;Married;6516;2;Yes;3;2;18;3;1;0;0;0
1230;24;No;Travel_Rarely;Research & Development;29;1;Medical;2;Male;3;Laboratory Technician;1;Divorced;3907;1;No;3;2;6;2;6;2;1;2
1231;46;No;Travel_Rarely;Research & Development;13;4;Life Sciences;3;Male;3;Healthcare Representative;2;Single;5562;6;No;3;4;19;3;10;7;0;9
1232;35;No;Travel_Rarely;Research & Development;27;4;Life Sciences;4;Male;3;Manufacturing Director;3;Married;6883;2;No;3;2;17;3;7;7;0;7
1233;30;No;Travel_Rarely;Research & Development;16;1;Life Sciences;2;Male;3;Research Scientist;4;Married;2862;1;No;3;2;10;2;10;0;0;8
1234;47;No;Non-Travel;Sales;2;4;Marketing;3;Male;3;Sales Executive;2;Married;4978;7;No;3;4;4;3;1;0;0;0
1235;46;No;Travel_Rarely;Sales;2;3;Life Sciences;3;Male;3;Sales Executive;4;Divorced;10368;4;Yes;3;2;13;5;10;6;0;3
1236;36;Yes;Travel_Rarely;Sales;13;5;Marketing;2;Male;2;Sales Executive;1;Divorced;6134;5;Yes;3;2;16;3;2;2;2;2
1237;32;Yes;Travel_Rarely;Sales;1;2;Life Sciences;1;Male;1;Sales Executive;2;Single;6735;6;No;3;2;10;2;0;0;0;0
1238;23;No;Travel_Rarely;Research & Development;4;1;Medical;3;Female;3;Laboratory Technician;2;Single;3295;1;No;3;3;3;3;3;2;1;2
1239;31;No;Travel_Frequently;Research & Development;24;1;Technical Degree;4;Female;3;Manufacturing Director;4;Single;5238;2;No;4;4;9;3;5;4;1;4
1240;39;No;Non-Travel;Research & Development;1;3;Life Sciences;4;Male;3;Laboratory Technician;4;Married;6472;1;Yes;3;4;9;2;9;8;5;8
1241;32;No;Travel_Rarely;Sales;19;3;Life Sciences;4;Male;1;Sales Executive;3;Married;9610;3;No;3;3;10;2;4;3;0;2
1242;40;No;Travel_Rarely;Sales;7;4;Medical;2;Male;3;Manager;2;Single;19833;1;No;3;2;21;3;21;8;12;8
1243;45;No;Travel_Rarely;Human Resources;4;3;Life Sciences;3;Female;1;Human Resources;3;Married;9756;4;No;4;3;9;2;5;0;0;3
1244;30;No;Travel_Frequently;Research & Development;2;4;Technical Degree;4;Female;2;Research Scientist;1;Single;4968;0;No;3;4;10;2;9;7;0;7
1245;24;No;Travel_Frequently;Human Resources;10;3;Medical;1;Male;3;Human Resources;4;Married;2145;0;No;3;4;3;2;2;2;2;1
1246;30;Yes;Travel_Frequently;Human Resources;8;3;Human Resources;3;Female;2;Human Resources;4;Divorced;2180;6;No;3;3;6;0;4;2;1;2
1247;31;No;Travel_Rarely;Sales;5;3;Technical Degree;1;Male;3;Sales Executive;3;Married;8346;1;No;3;3;6;3;5;2;0;2
1248;27;No;Travel_Rarely;Research & Development;8;3;Medical;3;Female;3;Research Scientist;4;Single;3445;1;No;3;3;6;5;6;2;1;4
1249;29;Yes;Travel_Rarely;Sales;9;3;Marketing;2;Female;1;Sales Representative;2;Single;2760;1;No;3;3;2;3;2;2;2;2
1250;29;No;Travel_Frequently;Research & Development;1;3;Life Sciences;4;Male;4;Healthcare Representative;3;Single;6294;8;Yes;3;4;10;5;3;2;0;2
1251;30;No;Travel_Rarely;Sales;15;2;Marketing;3;Male;2;Sales Executive;1;Divorced;7140;2;No;3;1;12;2;7;7;1;7
1252;34;No;Travel_Rarely;Research & Development;2;4;Medical;4;Male;4;Research Scientist;4;Married;2932;0;Yes;3;1;6;3;5;0;1;2
1253;33;No;Non-Travel;Sales;2;3;Marketing;4;Female;3;Sales Executive;2;Single;5147;8;No;3;4;13;2;11;7;1;7
1254;49;No;Travel_Rarely;Sales;11;4;Marketing;4;Female;3;Sales Executive;4;Single;4507;3;No;3;3;8;1;5;1;0;4
1255;33;Yes;Travel_Rarely;Sales;16;3;Life Sciences;1;Female;3;Sales Executive;1;Single;8564;2;Yes;4;3;11;2;0;0;0;0
1256;38;No;Travel_Frequently;Research & Development;2;2;Medical;3;Female;2;Laboratory Technician;2;Married;2468;4;No;3;2;9;4;6;1;0;5
1257;31;Yes;Travel_Rarely;Sales;16;4;Marketing;1;Male;3;Sales Executive;3;Married;8161;2;No;3;1;10;2;1;0;0;0
1258;29;No;Travel_Rarely;Research & Development;4;3;Technical Degree;4;Female;2;Research Scientist;1;Divorced;2109;1;No;3;3;1;2;1;0;0;0
1259;30;No;Travel_Rarely;Research & Development;16;3;Life Sciences;3;Male;4;Healthcare Representative;3;Married;5294;3;No;3;3;10;3;7;0;1;7
1260;32;No;Non-Travel;Research & Development;5;4;Technical Degree;2;Male;3;Research Scientist;2;Single;2718;2;No;3;2;12;3;7;7;0;7
1261;38;No;Travel_Rarely;Research & Development;18;3;Medical;2;Male;1;Healthcare Representative;4;Married;5811;3;Yes;3;3;15;2;1;0;1;0
1262;43;Yes;Travel_Frequently;Research & Development;17;3;Technical Degree;3;Male;2;Research Scientist;3;Married;2437;9;Yes;3;4;6;4;1;0;0;0
1263;42;No;Travel_Rarely;Research & Development;12;3;Medical;2;Male;3;Laboratory Technician;2;Divorced;2766;8;No;4;2;7;6;5;3;0;4
1264;55;No;Travel_Rarely;Research & Development;2;3;Medical;3;Male;2;Research Director;1;Married;19038;8;No;3;2;34;2;1;0;0;0
1265;33;No;Non-Travel;Research & Development;4;3;Technical Degree;4;Male;3;Research Scientist;2;Divorced;3055;5;No;3;4;11;2;9;8;1;7
1266;41;No;Travel_Rarely;Research & Development;9;4;Life Sciences;3;Male;3;Laboratory Technician;1;Divorced;2289;1;No;4;2;5;2;5;3;0;4
1267;34;No;Non-Travel;Sales;10;3;Life Sciences;4;Male;3;Sales Executive;3;Divorced;4001;1;Yes;3;3;15;3;15;14;0;7
1268;53;No;Non-Travel;Research & Development;1;4;Medical;1;Female;2;Manufacturing Director;3;Married;12965;4;Yes;4;4;27;2;3;2;0;2
1269;43;No;Travel_Rarely;Human Resources;2;3;Life Sciences;2;Male;3;Human Resources;4;Single;3539;0;No;3;2;10;5;9;7;1;8
1270;34;No;Travel_Rarely;Sales;3;2;Life Sciences;4;Female;1;Sales Executive;4;Single;6029;5;No;3;1;6;3;2;2;2;2
1271;21;Yes;Travel_Rarely;Sales;7;1;Marketing;2;Male;3;Sales Representative;2;Single;2679;1;No;3;2;1;3;1;0;1;0
1272;38;No;Travel_Rarely;Research & Development;6;2;Other;4;Female;2;Laboratory Technician;3;Married;3702;1;No;3;2;5;3;5;4;0;4
1273;22;Yes;Travel_Rarely;Research & Development;8;1;Medical;3;Female;3;Laboratory Technician;1;Married;2398;1;Yes;3;3;1;6;1;0;0;0
1274;31;No;Travel_Rarely;Sales;29;4;Marketing;1;Female;2;Sales Executive;4;Married;5468;1;No;3;1;13;3;12;7;5;7
1275;51;No;Travel_Rarely;Research & Development;3;3;Technical Degree;1;Female;3;Manager;3;Married;13116;2;No;3;4;15;2;2;2;2;2
1276;37;No;Travel_Rarely;Sales;9;2;Marketing;2;Male;2;Sales Executive;2;Married;4189;1;No;3;1;5;2;5;2;0;3
1277;46;No;Travel_Rarely;Research & Development;2;4;Medical;3;Male;3;Research Director;4;Divorced;19328;7;Yes;3;3;24;3;2;1;2;2
1278;36;No;Travel_Rarely;Research & Development;10;3;Life Sciences;4;Male;3;Healthcare Representative;1;Married;8321;7;Yes;3;4;15;1;12;8;5;7
1279;44;Yes;Travel_Frequently;Research & Development;1;2;Medical;3;Male;3;Research Scientist;2;Divorced;2342;1;Yes;3;3;6;2;5;3;2;3
1280;37;No;Travel_Rarely;Human Resources;8;2;Other;3;Male;3;Human Resources;2;Divorced;4071;2;No;3;3;19;4;10;0;4;7
1281;35;Yes;Travel_Rarely;Sales;27;3;Life Sciences;3;Male;3;Sales Executive;4;Single;5813;1;Yes;3;4;10;2;10;7;7;7
1282;33;No;Travel_Rarely;Research & Development;8;4;Life Sciences;4;Male;4;Research Scientist;1;Married;3143;6;No;3;2;14;1;10;8;7;6
1283;28;No;Travel_Rarely;Research & Development;1;3;Life Sciences;3;Male;3;Research Scientist;4;Married;2044;1;No;3;3;5;6;5;3;0;3
1284;39;No;Travel_Rarely;Research & Development;10;1;Medical;3;Male;3;Research Director;3;Single;13464;7;No;4;3;9;3;4;3;2;2
1285;46;No;Non-Travel;Sales;26;2;Life Sciences;2;Male;2;Sales Executive;2;Single;7991;8;No;3;3;6;3;2;2;2;2
1286;40;No;Travel_Rarely;Research & Development;2;2;Life Sciences;3;Female;3;Laboratory Technician;1;Married;3377;4;No;3;4;7;5;4;3;0;2
1287;42;No;Travel_Rarely;Research & Development;13;3;Medical;2;Male;4;Healthcare Representative;1;Married;5538;5;No;3;3;10;2;0;0;0;0
1288;35;No;Non-Travel;Research & Development;2;2;Medical;2;Male;3;Manufacturing Director;4;Divorced;5762;2;No;3;3;15;6;7;7;1;7
1289;38;No;Non-Travel;Human Resources;2;3;Human Resources;1;Male;3;Human Resources;2;Divorced;2592;5;No;3;4;13;3;11;10;3;8
